,target_table,target_column,target_field,source_table,source_column,confidence_score,mapping_type,business_reasoning,llm_provider,llm_enhanced,langgraph_iterations,final_confidence,improvement_attempted,source_matches_count,data_quality_concerns,alternate_mappings_count,processing_timestamp,batch_number,is_test_record
46,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,COMBINED_ACH_BATCHES,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY.COMBINED_ACH_BATCHES,VIEW_FILEIRS,COMBINEDNBR,39,similarity_based,Similarity-based mapping with score: 0.392,rule_based,false,2,39,true,10,,2,2025-06-17T14:43:32.371893,1,false
47,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,COMBINED_ACH_ITEMS,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY.COMBINED_ACH_ITEMS,VIEW_WH_CARDS2_PCI,COMBINEDDAILYWTHDLLIMITAMT,39,similarity_based,Similarity-based mapping with score: 0.398,rule_based,false,2,39,true,10,,2,2025-06-17T14:43:37.203600,1,false
48,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,COMBINED_TOTAL_CREDITS,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY.COMBINED_TOTAL_CREDITS,VIEW_FILEIRS,COMBINEDNBR,56,banking_rule,Credit transaction indicator for accounting,banking_rules,false,2,56,true,10,,2,2025-06-17T14:43:42.346639,1,false
49,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,COMBINED_TOTAL_DEBITS,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY.COMBINED_TOTAL_DEBITS,VIEW_FILEIRS,COMBINEDNBR,57,banking_rule,Debit transaction indicator for accounting,banking_rules,false,2,57,true,10,,2,2025-06-17T14:43:47.394755,1,false
50,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,ADT_LOAD_DATE,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY.ADT_LOAD_DATE,STAGLOANRATEPMTNOTICE,ADDDATE,52,banking_rule,Date when the audit record was loaded,banking_rules,false,2,52,true,10,,2,2025-06-17T14:43:51.393537,1,false
51,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,ADT_FILE_SOURCE,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY.ADT_FILE_SOURCE,RTXNAGREEMENT,TRAN_SOURCE_KEY,39,similarity_based,Similarity-based mapping with score: 0.390,rule_based,false,2,39,true,10,,2,2025-06-17T14:43:55.270528,1,false
52,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY,ADT_HASH_KEY,ACCOUNT_ACH_BATCH_PAYMENT_SUMMARY.ADT_HASH_KEY,RTXNAGREEMENT,TRAN_SOURCE_KEY,34,similarity_based,Similarity-based mapping with score: 0.346,rule_based,false,2,34,true,10,,2,2025-06-17T14:43:59.669063,1,false
53,ACCOUNT_ACH_BATCH_PROCESS,ANB_ID,ACCOUNT_ACH_BATCH_PROCESS.ANB_ID,VIEW_ACTVSUBACTV_PCI,TABLEID,71,banking_rule,Primary customer identifier for ANB banking system,banking_rules,false,2,71,true,10,,2,2025-06-17T14:44:02.796288,1,false
54,ACCOUNT_ACH_BATCH_PROCESS,TRIGGER_DATE,ACCOUNT_ACH_BATCH_PROCESS.TRIGGER_DATE,SDBTYPBANKORGFEEHIST,TERMDATE,46,similarity_based,Similarity-based mapping with score: 0.464,rule_based,false,2,46,true,10,,2,2025-06-17T14:44:07.298905,1,false
55,ACCOUNT_ACH_BATCH_PROCESS,TRIGGER_NAME,ACCOUNT_ACH_BATCH_PROCESS.TRIGGER_NAME,STAGBANKMATCH,FIRST_NAME,42,similarity_based,Similarity-based mapping with score: 0.422,rule_based,false,2,42,true,10,,2,2025-06-17T14:44:11.330758,1,false
56,ACCOUNT_ACH_BATCH_PROCESS,FILE_NAME,ACCOUNT_ACH_BATCH_PROCESS.FILE_NAME,VIEW_ACHFILERECORDWAREHOUSE,FILENAME,66,similarity_based,Similarity-based mapping with score: 0.660,rule_based,false,2,66,true,10,,2,2025-06-17T14:44:15.126412,1,false
57,ACCOUNT_ACH_BATCH_PROCESS,NUMBER_OF_ITEMS,ACCOUNT_ACH_BATCH_PROCESS.NUMBER_OF_ITEMS,RTXNFUNDTYP,NBROFITEMS,52,similarity_based,Similarity-based mapping with score: 0.523,rule_based,false,2,52,true,10,,2,2025-06-17T14:44:20.083080,1,false
58,ACCOUNT_ACH_BATCH_PROCESS,CREDIT_AMOUNT,ACCOUNT_ACH_BATCH_PROCESS.CREDIT_AMOUNT,STAGLOANTRIAL,CREDITLIMITAMT,68,banking_rule,Credit transaction indicator for accounting,banking_rules,false,2,68,true,10,,2,2025-06-17T14:44:24.583443,1,false
59,ACCOUNT_ACH_BATCH_PROCESS,DEBIT_AMOUNT,ACCOUNT_ACH_BATCH_PROCESS.DEBIT_AMOUNT,VIEW_BILLPAYTXNABBILLPMT,AMOUNT,65,banking_rule,Debit transaction indicator for accounting,banking_rules,false,2,65,true,10,,2,2025-06-17T14:44:28.896024,1,false
60,ACCOUNT_ACH_BATCH_PROCESS,PROCESSING_TIME,ACCOUNT_ACH_BATCH_PROCESS.PROCESSING_TIME,STAGLOANTRIAL,ODEXCESSINTRATE,43,similarity_based,Similarity-based mapping with score: 0.430,rule_based,false,2,43,true,10,,2,2025-06-17T14:44:32.891954,1,false
61,ACCOUNT_ACH_BATCH_PROCESS,PROCESSING_EXCEPTION,ACCOUNT_ACH_BATCH_PROCESS.PROCESSING_EXCEPTION,VIEW_CARDTXN_PCI,PROCESSTYPCD,34,similarity_based,Similarity-based mapping with score: 0.343,rule_based,false,2,34,true,10,,2,2025-06-17T14:44:37.845039,1,false
62,ACCOUNT_ACH_BATCH_PROCESS,ADT_LOAD_DATE,ACCOUNT_ACH_BATCH_PROCESS.ADT_LOAD_DATE,STAGLOANRATEPMTNOTICE,ADDDATE,52,banking_rule,Date when the audit record was loaded,banking_rules,false,2,52,true,10,,2,2025-06-17T14:44:41.537919,1,false
63,ACCOUNT_ACH_BATCH_PROCESS,ADT_FILE_SOURCE,ACCOUNT_ACH_BATCH_PROCESS.ADT_FILE_SOURCE,RTXNAGREEMENT,TRAN_SOURCE_KEY,39,similarity_based,Similarity-based mapping with score: 0.390,rule_based,false,2,39,true,10,,2,2025-06-17T14:44:45.577495,1,false
64,ACCOUNT_ACH_BATCH_PROCESS,ADT_HASH_KEY,ACCOUNT_ACH_BATCH_PROCESS.ADT_HASH_KEY,RTXNAGREEMENT,TRAN_SOURCE_KEY,34,similarity_based,Similarity-based mapping with score: 0.346,rule_based,false,2,34,true,10,,2,2025-06-17T14:44:49.444434,1,false
65,ACCOUNT_ANALYSIS,ANB_ID,ACCOUNT_ANALYSIS.ANB_ID,VIEW_ACTVSUBACTV_PCI,TABLEID,71,banking_rule,Primary customer identifier for ANB banking system,banking_rules,false,2,71,true,10,,2,2025-06-17T14:44:52.292870,1,false
66,ACCOUNT_ANALYSIS,ANB_SILVERLAKE_DDAAMS_ID,ACCOUNT_ANALYSIS.ANB_SILVERLAKE_DDAAMS_ID,RTXNRPTGRPANALYSIS,ANALYSISCUSTDESC,23,similarity_based,Similarity-based mapping with score: 0.239,rule_based,false,3,23,true,5,,2,2025-06-17T14:44:57.918044,1,false
67,ACCOUNT_ANALYSIS,ANB_ACCOUNT_ID,ACCOUNT_ANALYSIS.ANB_ACCOUNT_ID,STAGSEARCHFORPARTY,ACCOUNTNBR,72,banking_rule,Account unique identifier for banking operations,banking_rules,false,2,72,true,10,,2,2025-06-17T14:45:02.269855,1,false
68,ACCOUNT_ANALYSIS,ACCOUNT_GROUP_CODE,ACCOUNT_ANALYSIS.ACCOUNT_GROUP_CODE,VIEW_CARDTXN_PCI,EXTCOUNTRYCODE,41,similarity_based,Similarity-based mapping with score: 0.418,rule_based,false,2,41,true,10,,2,2025-06-17T14:45:06.485496,1,false
69,ACCOUNT_ANALYSIS,ANB_OFFICER_DETAIL_ID,ACCOUNT_ANALYSIS.ANB_OFFICER_DETAIL_ID,VIEW_WH_ACCTCOMMON,LOANOFFICER,35,similarity_based,Similarity-based mapping with score: 0.359,rule_based,false,2,35,true,10,,2,2025-06-17T14:45:11.538777,1,false
70,ACCOUNT_ANALYSIS,LAST_ANALYSIS_DATE,ACCOUNT_ANALYSIS.LAST_ANALYSIS_DATE,RTXNRPTGRPANALYSIS,ANALYSISCUSTDESC,42,similarity_based,Similarity-based mapping with score: 0.421,rule_based,false,2,42,true,10,,2,2025-06-17T14:45:15.809967,1,false
71,ACCOUNT_ANALYSIS,CHARGE_LOSS,ACCOUNT_ANALYSIS.CHARGE_LOSS,STAGLOANTRIAL,CHARGEOFF,51,similarity_based,Similarity-based mapping with score: 0.514,rule_based,false,2,51,true,10,,2,2025-06-17T14:45:19.408788,1,false
72,ACCOUNT_ANALYSIS,GROUP_NUMBER,ACCOUNT_ANALYSIS.GROUP_NUMBER,STAGSEARCHFORPARTY,ROWNUMBER,53,similarity_based,Similarity-based mapping with score: 0.537,rule_based,false,2,53,true,10,,2,2025-06-17T14:45:22.833563,1,false
73,ACCOUNT_ANALYSIS,AGGREGATE_DAYS,ACCOUNT_ANALYSIS.AGGREGATE_DAYS,STAGLOANTRIAL,GRACEDAYS,42,similarity_based,Similarity-based mapping with score: 0.425,rule_based,false,2,42,true,10,,2,2025-06-17T14:45:26.544515,1,false
74,ACCOUNT_ANALYSIS,AGGREGATE_COLLECTED,ACCOUNT_ANALYSIS.AGGREGATE_COLLECTED,VIEW_WH_INVRLOANPROGRAM,CREATEALLOTYN,32,similarity_based,Similarity-based mapping with score: 0.321,rule_based,false,2,32,true,10,,2,2025-06-17T14:45:30.717765,1,false
75,ACCOUNT_ANALYSIS,ACCOUNT_STATUS,ACCOUNT_ANALYSIS.ACCOUNT_STATUS,VIEW_LN_CURR_STMTDATA,ACCTSTATDESC,66,banking_rule,Account operational status indicator,banking_rules,false,2,66,true,10,,2,2025-06-17T14:45:34.440301,1,false
76,ACCOUNT_ANALYSIS,CHARGE_LOSS_EXPIRATION_DATE,ACCOUNT_ANALYSIS.CHARGE_LOSS_EXPIRATION_DATE,WH_PROP2,REDETERMINATIONDATE,36,similarity_based,Similarity-based mapping with score: 0.366,rule_based,false,2,36,true,10,,2,2025-06-17T14:45:39.123521,1,false
77,ACCOUNT_ANALYSIS,AA_TYPE,ACCOUNT_ANALYSIS.AA_TYPE,VIEW_ESC_TOPAY_GRP,OB_TYPE,57,similarity_based,Similarity-based mapping with score: 0.571,rule_based,false,2,57,true,10,,2,2025-06-17T14:45:42.996447,1,false
78,ACCOUNT_ANALYSIS,ADT_LOAD_DATE,ACCOUNT_ANALYSIS.ADT_LOAD_DATE,STAGLOANRATEPMTNOTICE,ADDDATE,52,banking_rule,Date when the audit record was loaded,banking_rules,false,2,52,true,10,,2,2025-06-17T14:45:46.038444,1,false
79,ACCOUNT_ANALYSIS,ADT_FILE_SOURCE,ACCOUNT_ANALYSIS.ADT_FILE_SOURCE,RTXNAGREEMENT,TRAN_SOURCE_KEY,39,similarity_based,Similarity-based mapping with score: 0.390,rule_based,false,2,39,true,10,,2,2025-06-17T14:45:49.349207,1,false
